Card Number;5319642645448614;a0b7c079-3cd6-4447-97ed-4419652145d3  ;e9883843-e38a-420a-8f43-a0696f96d200
Card Number;5211694123234969;a0b7c079-3cd6-4447-97ed-4419652145d3  ;f894e626-412e-4f1a-9c2a-8ddd17ba3db5
Card Number;5332890958907917;a0b7c079-3cd6-4447-97ed-4419652145d3  ;5d392f12-cddb-4281-bb55-f4c8bccf612f
Card Number;5427505839663843;a0b7c079-3cd6-4447-97ed-4419652145d3  ;f77d01ac-d8ba-42e2-a4a1-b37e979083df
Card Number;5302705209418197;a0b7c079-3cd6-4447-97ed-4419652145d3  ;16e927c9-52a0-4b9e-96e9-33398d2081a9
Card Number;5586316669667959;a0b7c079-3cd6-4447-97ed-4419652145d3  ;02c0b247-5f41-4781-9485-26310104c386
Card Number;5383997371696847;a0b7c079-3cd6-4447-97ed-4419652145d3  ;aa5ff2e3-c4d1-451f-8dca-296aba6dbd61
Card Number;5344905461434922;a0b7c079-3cd6-4447-97ed-4419652145d3  ;28c12906-b372-48fb-ab3e-2a63e47e4558
Card Number;5113762005779379;a0b7c079-3cd6-4447-97ed-4419652145d3  ;581f9c5f-c3c6-465b-b3c5-247c117e0586
Card Number;5565635892623939;a0b7c079-3cd6-4447-97ed-4419652145d3  ;aa95e1c4-5784-458a-a2ee-52be58b0466f
Card Number;5447388515027100;a0b7c079-3cd6-4447-97ed-4419652145d3  ;99eda27e-721f-4705-b163-881102c7a440
Card Number;5432778635531835;a0b7c079-3cd6-4447-97ed-4419652145d3  ;e79b44bf-9337-4894-8f6d-c8b48a21d8b8
Card Number;5549975588525868;a0b7c079-3cd6-4447-97ed-4419652145d3  ;d3d4b3ba-e447-4b47-a332-f81767211f88
Card Number;5521327432147261;a0b7c079-3cd6-4447-97ed-4419652145d3  ;53e3f848-cecb-4c18-bd83-c5dd135cc107
Card Number;5343816055937279;a0b7c079-3cd6-4447-97ed-4419652145d3  ;02b2a6bc-36cf-4363-98d2-5f8b99fd5f5c
Card Number;5580268862268533;a0b7c079-3cd6-4447-97ed-4419652145d3  ;19bf3e10-e015-4df8-a86e-e5ea52ed9cf5
Card Number;5423746936300137;a0b7c079-3cd6-4447-97ed-4419652145d3  ;40b7c470-7f77-4298-9f2a-c4ce0ddc0eea
Card Number;5465523504598788;a0b7c079-3cd6-4447-97ed-4419652145d3  ;1db7a487-dfd4-44e4-89e8-39eff6b0e5fa
Card Number;5257057152260394;a0b7c079-3cd6-4447-97ed-4419652145d3  ;140e2154-4e5a-4150-96ac-fde45be7b8e0
Card Number;5290661112787707;a0b7c079-3cd6-4447-97ed-4419652145d3  ;040b671d-3e77-499a-9d41-619b0c4cb479
Card Number;5216946274633335;a0b7c079-3cd6-4447-97ed-4419652145d3  ;fbcfa91c-92cb-4d29-92fe-3e2835ceb4ba
Card Number;5400386781941479;a0b7c079-3cd6-4447-97ed-4419652145d3  ;33d28a2c-3eae-40c9-89e0-611106142824
Card Number;5534317796466484;a0b7c079-3cd6-4447-97ed-4419652145d3  ;4ed36c48-ef60-4a8e-b581-907164340361
Card Number;5163371644058751;a0b7c079-3cd6-4447-97ed-4419652145d3  ;af29835a-e7ec-496b-a3e5-2c79be72bd6c
Card Number;5235294763962020;a0b7c079-3cd6-4447-97ed-4419652145d3  ;b2556d77-92bc-408b-bac2-97a61484822d
Card Number;5429877802833068;a0b7c079-3cd6-4447-97ed-4419652145d3  ;60d0d6ed-269c-48ad-9b60-cd686f821e88
Card Number;5121660994479858;a0b7c079-3cd6-4447-97ed-4419652145d3  ;362ae2cd-4c25-4586-864b-a046e9d2e7e5
Card Number;5564984265878181;a0b7c079-3cd6-4447-97ed-4419652145d3  ;203d64e5-e8fc-45e5-861b-ba5a68b056ba
Card Number;5210659018269511;a0b7c079-3cd6-4447-97ed-4419652145d3  ;36bb941a-ffaa-4c2a-81f5-5efdc5cabac1
Card Number;5288389780241650;a0b7c079-3cd6-4447-97ed-4419652145d3  ;8e586861-d893-4468-b9de-4e79e908f573
Card Number;5498566789071068;a0b7c079-3cd6-4447-97ed-4419652145d3  ;10001943-3692-4242-a9f4-735811894079
